,0
f4,0.18262921201600857
f3,0.06598648647779139
f78,0.06456657922836224
f0,0.061235649318633095
f1,0.061106928244899786
f2,0.05995599239531704
f25,0.046793967234874174
f24,0.045551365526081355
f12,0.027531595688200346
f9,0.027270421425014364
f10,0.023521302966099156
f8,0.023478031048542923
f17,0.02253106620913632
f16,0.02102659844884536
f7,0.020730120708731065
f11,0.019937727062485262
f26,0.01877531371880806
f21,0.017859285413629314
f19,0.012806371284172788
f75,0.011322898549179181
f33,0.009624959173111883
f20,0.008960954288390381
f32,0.008842665845006738
f65,0.008172972163849235
f46,0.007306881922166669
f60,0.006951309013095808
f13,0.0069241586129644315
f56,0.006894799171278296
f27,0.0063609924503744315
f15,0.006043113847630728
f55,0.00541750582582877
f35,0.005389850929718468
f18,0.005258584076094533
f76,0.00487492506268969
f23,0.0047205444909406875
f58,0.0044927230759826825
f51,0.003768773718250246
f63,0.003738666063312024
f45,0.0032904596647104364
f30,0.0032370195249213263
f57,0.0031686566945206386
f37,0.0030472892390013824
f49,0.002980977860344192
f52,0.0029483118806451175
f40,0.002845743126333509
f14,0.0027319500013495324
f38,0.002460701803382489
f34,0.0023525084855065322
f31,0.002100603428007879
f43,0.001986673754779129
f41,0.0015150436698023722
f36,0.0015087597462425213
f54,0.001150194891434868
f50,0.0011466673294939925
f74,0.0011415808078302123
f69,0.0011121850808338302
f64,0.0010561572885581317
f44,0.0009485535087930318
f71,0.0009039222226201059
f42,0.0008477201940738
f73,0.0008373732871687758
f62,0.0008343100839892825
f67,0.0007266270579093571
f72,0.0007208371869083245
f70,0.0006303921011116563
f47,0.0005749098739106151
f39,0.0005713959700228101
f28,0.0004078959945990986
f77,0.0004026443910775873
f59,0.00039140381014653077
f61,0.00028317429768411344
f68,0.00020634566103205522
f66,0.0002007279875634416
f29,0.00017492204589186576
f53,0.00017054348408965237
f48,2.3523868212204443e-05
f22,0.0
f6,0.0
f5,0.0
