,0
f13,0.9115985
f26,0.051112734
f78,0.0024945666
f60,0.0020737464
f23,0.0018536154
f31,0.0013980228
f3,0.0012956824
f74,0.0009825926
f10,0.0008872725
f37,0.0008609834
f58,0.0008130493
f9,0.00074638304
f14,0.0006810246
f11,0.00067482155
f76,0.00066782977
f17,0.0006346978
f38,0.0006205723
f49,0.0005964913
f0,0.0005765861
f2,0.00056019134
f55,0.0005191172
f35,0.0005172814
f65,0.0005148334
f15,0.0005114391
f47,0.00050796015
f56,0.00050325244
f69,0.00049307523
f16,0.0004915776
f25,0.00047980447
f32,0.00047468525
f43,0.00047464116
f40,0.00047410268
f34,0.00046943055
f1,0.00046719422
f20,0.0004668552
f45,0.00046353196
f4,0.00046287905
f57,0.000459417
f18,0.00045309437
f21,0.00044291205
f12,0.0004357133
f36,0.00043332155
f46,0.00043233827
f33,0.0004235912
f24,0.0004211602
f63,0.00042052858
f27,0.0004205096
f52,0.0004192755
f8,0.00041857912
f75,0.00040254853
f7,0.00040020258
f41,0.00036850828
f19,0.00036838616
f30,0.00034331044
f51,0.00032795142
f54,0.0003245648
f72,0.0003075595
f77,0.00030023998
f73,0.00029604
f64,0.00027334463
f67,0.00025850872
f62,0.0002566068
f50,0.00023170815
f29,0.00020367972
f61,0.00017595927
f39,0.00017503303
f71,0.00016971484
f42,0.00010767973
f59,0.000107227504
f70,0.0
f68,0.0
f22,0.0
f66,0.0
f28,0.0
f6,0.0
f5,0.0
f44,0.0
f48,0.0
f53,0.0
