,0
f13,0.5095465647486012
f26,0.1237206907111462
f78,0.11414955546353639
f4,0.05774597308307422
f23,0.038342936693712866
f3,0.025995987044531384
f2,0.02026321826081167
f15,0.018197447863912992
f1,0.01291794740534772
f10,0.009979007496521086
f0,0.008411042409759073
f25,0.005858286428542949
f24,0.005606085392185653
f9,0.005403775440260649
f60,0.004085530993149438
f16,0.003678465299997376
f17,0.0029150504550300316
f21,0.002383676820726595
f11,0.002370165201369552
f12,0.0017277420734894513
f75,0.0016923652636032574
f33,0.0015518486798429812
f76,0.0014195572449401167
f19,0.0013648772148270479
f65,0.0012076304971324252
f18,0.0010888086444332807
f58,0.0010085644494712404
f32,0.0009485350920162422
f55,0.0009110012564839485
f35,0.0008987574199752951
f56,0.0008726691420533376
f20,0.0008474203138957295
f8,0.0008473845173129972
f14,0.0008310989858579363
f46,0.0007713755102375348
f7,0.0007678090990476872
f37,0.0007309874069328387
f63,0.0006415228327018327
f27,0.0006356772276891774
f45,0.0006199957905466322
f49,0.0005986643683349619
f52,0.0005116961952130101
f51,0.00046540068273208526
f38,0.00043336497884786474
f31,0.0004086183599739618
f74,0.00038825637760351434
f36,0.0003844130281982941
f34,0.00037160953446579303
f41,0.000360819027166889
f54,0.0003383891840637254
f40,0.00031443033781417413
f43,0.00028848627419220444
f77,0.0002623452418161706
f30,0.000245152713645571
f57,0.0002187530364880416
f69,0.00016329493727656566
f72,0.00012835162896920795
f62,0.0001277273478710678
f64,0.00012221367169333667
f71,0.00011812539108344091
f73,0.00011369291423686354
f50,0.00010963817154301209
f47,9.886236112858202e-05
f39,8.63167656328934e-05
f59,7.615504994081245e-05
f42,7.604633042768304e-05
f61,7.506515477089928e-05
f66,6.094650713693534e-05
f67,5.25319443292235e-05
f53,1.733531019588707e-05
f29,1.5794523712991653e-05
f68,5.199370590130673e-06
f28,2.9717379548604547e-06
f70,2.274221808154972e-06
f44,2.144443337858039e-08
f22,0.0
f6,0.0
f5,0.0
f48,0.0
