,ACCP,CONF
46046,Y,
46047,Y,Y
46048,Y,
46049,Y,
46050,Y,
46051,Y,
46052,Y,
46053,Y,
46054,Y,
46055,Y,
46056,Y,
46057,Y,
46058,Y,Y
46059,Y,
46060,Y,
46061,Y,
46062,Y,
46063,Y,
46064,Y,Y
46065,Y,
46066,Y,
46067,Y,
46068,Y,
46069,Y,
46070,,
46071,Y,
46072,Y,
46073,Y,
46074,Y,
46075,Y,
46076,Y,
46077,Y,
46078,Y,
46079,,
46080,Y,
46081,Y,
46082,Y,
46083,Y,
46084,Y,
46085,Y,
46086,Y,
46087,Y,
46088,Y,
46089,Y,Y
46090,Y,
46091,Y,
46092,Y,
46093,Y,
46094,Y,
46095,Y,
46096,Y,
46097,Y,
46098,Y,
46099,Y,
46100,Y,Y
46101,Y,
46102,Y,
46103,Y,
46104,Y,
46105,Y,
46106,Y,
46107,Y,
46108,Y,
46109,Y,
46110,Y,
46111,Y,
46112,Y,
46113,Y,Y
46114,Y,
46115,Y,
46116,Y,
46117,Y,
46118,Y,
46119,Y,
46120,Y,
46121,Y,
46122,Y,Y
46123,,
46124,Y,
46125,Y,
46126,Y,
46127,Y,
46128,Y,
46129,Y,
46130,Y,
46131,Y,Y
46132,Y,
46133,Y,
46134,Y,
46135,Y,
46136,Y,
46137,Y,
46138,Y,
46139,Y,
46140,Y,
46141,Y,
46142,Y,
46143,Y,
46144,Y,
46145,Y,
46146,Y,
46147,Y,
46148,Y,
46149,Y,
46150,Y,
46151,Y,
46152,,
46153,Y,
46154,Y,
46155,Y,
46156,Y,
46157,Y,
46158,,
46159,Y,
46160,Y,Y
46161,Y,
46162,Y,
46163,Y,
46164,Y,
46165,Y,Y
46166,Y,
46167,Y,
46168,Y,
46169,Y,
46170,Y,
46171,Y,
46172,,
46173,Y,
46174,Y,
46175,Y,
46176,Y,
46177,Y,
46178,Y,Y
46179,Y,
46180,Y,
46181,Y,
46182,Y,
46183,Y,
46184,Y,Y
46185,Y,
46186,Y,
46187,Y,
46188,,
46189,Y,
46190,Y,
46191,Y,
46192,Y,
46193,,
46194,Y,
46195,Y,
46196,Y,
46197,Y,
46198,,
46199,Y,
46200,Y,
46201,,
46202,Y,
46203,Y,
46204,,
46205,Y,
46206,Y,
46207,Y,
46208,Y,
46209,Y,
46210,Y,
46211,Y,
46212,Y,
46213,Y,
46214,Y,
46215,Y,
46216,Y,
46217,Y,Y
46218,Y,
46219,Y,
46220,Y,
46221,Y,
46222,Y,
46223,Y,
46224,Y,
46225,Y,
46226,Y,
46227,Y,
46228,Y,
46229,,
46230,Y,Y
46231,Y,
46232,,
46233,Y,
46234,Y,
46235,,
46236,Y,
46237,Y,
46238,Y,
46239,Y,
46240,Y,
46241,Y,
46242,Y,
46243,Y,
46244,Y,
46245,Y,
46246,Y,
46247,Y,
46248,Y,
46249,Y,
46250,Y,
46251,Y,
46252,Y,
46253,Y,
46254,Y,Y
46255,Y,
46256,Y,
46257,Y,
46258,Y,
46259,Y,
46260,Y,Y
46261,Y,
46262,Y,
46263,Y,
46264,Y,
46265,Y,
46266,Y,
46267,Y,
46268,Y,Y
46269,Y,
46270,Y,
46271,Y,
46272,,
46273,Y,
46274,Y,
46275,Y,
46276,Y,Y
46277,Y,
46278,Y,
46279,Y,
46280,,
46281,Y,
46282,Y,
46283,Y,
46284,Y,
46285,Y,
46286,Y,
46287,Y,
46288,Y,
46289,Y,
46290,Y,
46291,Y,
46292,Y,
46293,Y,
46294,Y,Y
46295,Y,
46296,Y,
46297,Y,
46298,Y,
46299,Y,
46300,Y,
46301,Y,Y
46302,Y,
46303,Y,
46304,Y,
46305,Y,
46306,Y,
46307,Y,
46308,Y,
46309,Y,
46310,Y,
46311,Y,
46312,Y,
46313,,
46314,Y,
46315,Y,
46316,Y,
46317,Y,
46318,Y,
46319,Y,
46320,Y,
46321,Y,
46322,Y,Y
46323,Y,
46324,Y,
46325,Y,
46326,Y,
46327,Y,
46328,Y,
46329,Y,
46330,Y,
46331,Y,Y
46332,Y,
46333,Y,
46334,Y,
46335,Y,
46336,Y,
46337,Y,Y
46338,Y,
46339,Y,Y
46340,Y,
46341,Y,
46342,Y,
46343,Y,
46344,Y,
46345,Y,
46346,Y,
46347,Y,
46348,Y,
46349,Y,
46350,Y,
46351,Y,
46352,Y,Y
46353,,
46354,Y,
46355,Y,
46356,Y,
46357,Y,
46358,Y,
46359,Y,
46360,Y,
46361,Y,
46362,Y,
46363,Y,Y
46364,Y,
46365,Y,
46366,Y,
46367,Y,
46368,Y,
46369,Y,
46370,Y,
46371,Y,
46372,Y,
46373,Y,
46374,Y,
46375,Y,
46376,Y,
46377,Y,
46378,Y,
46379,Y,Y
46380,Y,
46381,Y,
46382,Y,
46383,Y,
46384,Y,
46385,Y,
46386,Y,Y
46387,Y,
46388,Y,
46389,Y,
46390,Y,
46391,Y,
46392,Y,
46393,Y,
46394,Y,
46395,Y,
46396,Y,
46397,Y,
46398,Y,
46399,Y,
46400,Y,
46401,Y,
46402,Y,
46403,Y,
46404,Y,
46405,Y,
46406,Y,
46407,Y,
46408,Y,
46409,Y,
46410,Y,
46411,Y,
46412,Y,
46413,Y,
46414,,
46415,Y,
46416,Y,Y
46417,Y,
46418,Y,
46419,Y,Y
46420,Y,
46421,Y,
46422,Y,
46423,Y,
46424,Y,
46425,Y,
46426,Y,
46427,Y,
46428,Y,
46429,Y,
46430,Y,
46431,Y,
46432,Y,
46433,Y,
46434,Y,
46435,Y,
46436,Y,
46437,Y,
46438,Y,
46439,Y,
46440,Y,
46441,Y,
46442,Y,
46443,Y,
46444,Y,Y
46445,Y,
46446,Y,
46447,Y,Y
46448,Y,
46449,Y,Y
46450,Y,
46451,Y,
46452,Y,
46453,Y,Y
46454,Y,
46455,Y,
46456,Y,
46457,Y,Y
46458,Y,
46459,Y,
46460,Y,
46461,Y,
46462,Y,
46463,Y,
46464,Y,
46465,Y,
46466,Y,
46467,,
46468,Y,
46469,Y,
46470,Y,
46471,Y,
46472,Y,
46473,Y,
46474,Y,
46475,Y,Y
46476,Y,
46477,Y,
46478,Y,
46479,Y,
46480,Y,
46481,Y,Y
46482,Y,
46483,Y,
46484,Y,
46485,Y,
46486,Y,
46487,Y,
46488,Y,Y
46489,Y,
46490,Y,
46491,Y,
46492,Y,
46493,Y,
46494,Y,
46495,,
46496,Y,
46497,,
46498,Y,
46499,Y,
46500,Y,
46501,Y,
46502,Y,
46503,Y,
46504,Y,
46505,Y,
46506,,
46507,Y,
46508,Y,
46509,Y,
46510,Y,
46511,Y,
46512,Y,
46513,Y,
46514,Y,
46515,Y,
46516,Y,
46517,Y,
46518,Y,
46519,Y,
46520,Y,
46521,Y,
46522,Y,
46523,Y,
46524,Y,
46525,Y,
46526,Y,
46527,Y,
46528,Y,
46529,Y,
46530,Y,
46531,,
46532,Y,
46533,Y,Y
46534,Y,
46535,Y,
46536,Y,
46537,Y,
46538,Y,
46539,Y,
46540,Y,
46541,Y,
46542,Y,
46543,Y,
46544,Y,
46545,Y,
46546,Y,
46547,Y,
46548,Y,
46549,Y,
46550,,
46551,Y,Y
46552,Y,
46553,Y,
46554,Y,
46555,Y,
46556,Y,
46557,Y,
46558,Y,
46559,Y,
46560,Y,
46561,Y,
46562,Y,
46563,,
46564,Y,
46565,Y,
46566,Y,Y
46567,Y,
46568,Y,
46569,Y,
46570,Y,
46571,Y,
46572,Y,
46573,Y,
46574,Y,
46575,Y,
46576,Y,
46577,Y,
46578,Y,
46579,Y,
46580,,
46581,Y,
46582,Y,
46583,,
46584,Y,
46585,Y,
46586,Y,
46587,Y,
46588,Y,Y
46589,,
46590,Y,
46591,Y,
46592,Y,
46593,Y,
46594,Y,
46595,Y,
46596,Y,
46597,Y,
46598,Y,
46599,Y,
46600,Y,
46601,Y,
46602,Y,
46603,Y,
46604,Y,
46605,Y,
46606,Y,
46607,Y,
46608,Y,
46609,Y,
46610,Y,
46611,Y,
46612,Y,
46613,,
46614,Y,
46615,Y,
46616,Y,
46617,Y,
46618,Y,
46619,,
46620,Y,
46621,Y,
46622,Y,
46623,Y,
46624,Y,
46625,Y,
46626,Y,
46627,Y,
46628,Y,
46629,Y,
46630,Y,
46631,Y,
46632,Y,
46633,,
46634,Y,
46635,Y,
46636,Y,
46637,Y,
46638,Y,
46639,Y,
46640,Y,
46641,Y,Y
46642,Y,
46643,Y,
46644,Y,
46645,Y,
46646,Y,
46647,Y,
46648,Y,Y
46649,Y,
46650,Y,Y
46651,Y,
46652,Y,
46653,Y,
46654,Y,Y
46655,Y,
46656,Y,
46657,Y,
46658,Y,
46659,Y,
46660,Y,
46661,,
46662,Y,
46663,Y,
46664,Y,
46665,Y,
46666,Y,
46667,Y,
46668,Y,Y
46669,Y,Y
46670,Y,
46671,Y,
46672,Y,
46673,Y,
46674,,
46675,Y,
46676,Y,
46677,Y,
46678,Y,
46679,Y,
46680,,
46681,Y,
46682,Y,Y
46683,Y,
46684,Y,
46685,Y,
46686,Y,
46687,Y,
46688,Y,
46689,Y,
46690,Y,
46691,Y,
46692,Y,Y
46693,Y,
46694,,
46695,Y,
46696,Y,Y
46697,Y,
46698,Y,
46699,Y,
46700,,
46701,Y,
46702,Y,
46703,Y,
46704,Y,
46705,,
46706,Y,
46707,Y,
46708,Y,
46709,Y,
46710,Y,
46711,Y,
46712,Y,
46713,Y,
46714,Y,
46715,Y,
46716,Y,
46717,Y,
46718,Y,
46719,Y,
46720,Y,
46721,Y,
46722,Y,
46723,Y,Y
46724,Y,
46725,Y,
46726,Y,
46727,,
46728,Y,
46729,Y,
46730,Y,Y
46731,Y,
46732,Y,
46733,Y,
46734,Y,
46735,Y,
46736,Y,
46737,Y,
46738,Y,
46739,Y,
46740,Y,
46741,Y,
46742,Y,
46743,Y,
46744,Y,Y
46745,Y,
46746,Y,
46747,,
46748,Y,
46749,Y,
46750,Y,Y
46751,Y,
46752,Y,
46753,Y,
46754,Y,
46755,Y,
46756,Y,
46757,Y,
46758,Y,
46759,Y,
46760,Y,
46761,Y,Y
46762,Y,
46763,Y,
46764,Y,Y
46765,Y,
46766,Y,
46767,Y,
46768,,
46769,Y,
46770,Y,
46771,Y,
46772,Y,
46773,Y,
46774,Y,
46775,Y,
46776,Y,
46777,Y,
46778,Y,Y
46779,Y,Y
46780,Y,
46781,Y,Y
46782,Y,
46783,Y,
46784,Y,
46785,Y,
46786,Y,
46787,Y,
46788,Y,
46789,Y,
46790,Y,
46791,Y,
46792,,
46793,,
46794,Y,
46795,Y,
46796,,
46797,Y,
46798,Y,
46799,Y,
46800,Y,
46801,Y,
46802,Y,
46803,Y,
46804,Y,
46805,Y,Y
46806,Y,
46807,Y,
46808,Y,
46809,Y,
46810,Y,
46811,Y,Y
46812,Y,
46813,Y,
46814,Y,
46815,Y,
46816,Y,
46817,Y,Y
46818,Y,
46819,Y,
46820,Y,
46821,Y,
46822,Y,Y
46823,Y,
46824,Y,
46825,Y,
46826,Y,
46827,Y,
46828,Y,
46829,Y,
46830,Y,
46831,Y,
46832,Y,
46833,Y,
46834,Y,
46835,Y,
46836,Y,
46837,Y,
46838,Y,
46839,,
46840,Y,
46841,Y,
46842,Y,
46843,Y,
46844,Y,
46845,Y,
46846,Y,
46847,Y,
46848,Y,
46849,Y,
46850,Y,
46851,Y,
46852,Y,
46853,Y,Y
46854,,
46855,Y,
46856,Y,Y
46857,Y,
46858,Y,
46859,Y,Y
46860,Y,
46861,Y,
46862,Y,
46863,Y,
46864,,
46865,Y,
46866,Y,
46867,Y,
46868,Y,
46869,Y,
46870,Y,
46871,Y,
46872,Y,
46873,Y,
46874,Y,
46875,Y,
46876,Y,
46877,,
46878,Y,
46879,,
46880,Y,
46881,Y,
46882,Y,
46883,Y,
46884,Y,
46885,Y,
46886,Y,
46887,Y,Y
46888,Y,
46889,Y,
46890,Y,
46891,Y,
46892,Y,
46893,Y,Y
46894,Y,
46895,Y,
46896,Y,
46897,Y,
46898,Y,
46899,Y,Y
46900,Y,
46901,Y,
46902,Y,
46903,Y,
46904,Y,
46905,Y,
46906,Y,
46907,Y,
46908,Y,
46909,Y,
46910,Y,
46911,,
46912,Y,
46913,Y,
46914,Y,
46915,Y,Y
46916,Y,
46917,Y,
46918,Y,
46919,Y,
46920,Y,
46921,Y,
46922,Y,
46923,Y,
46924,Y,
46925,Y,
46926,,
46927,Y,
46928,Y,
46929,Y,Y
46930,Y,Y
46931,Y,
46932,Y,
46933,Y,
46934,Y,
46935,Y,
46936,Y,
46937,Y,
46938,Y,
46939,Y,
46940,Y,
46941,Y,
46942,Y,
46943,Y,
46944,Y,
46945,Y,
46946,Y,
46947,Y,
46948,Y,
46949,Y,
46950,Y,
46951,Y,
46952,Y,
46953,Y,
46954,Y,
46955,Y,
46956,Y,
46957,Y,
46958,Y,
46959,Y,
46960,Y,
46961,,
46962,Y,
46963,Y,
46964,Y,
46965,Y,
46966,Y,
46967,Y,
46968,Y,Y
46969,Y,
46970,Y,
46971,Y,
46972,Y,
46973,Y,
46974,Y,
46975,Y,
46976,Y,
46977,Y,
46978,Y,
46979,Y,Y
46980,,
46981,Y,
46982,Y,
46983,Y,
46984,,
46985,Y,Y
46986,Y,
46987,Y,Y
46988,Y,
46989,Y,
46990,Y,
46991,Y,
46992,Y,Y
46993,,
46994,Y,
46995,Y,
46996,Y,
46997,Y,
46998,Y,
46999,Y,
47000,Y,
47001,Y,Y
47002,Y,
47003,,
47004,Y,
47005,Y,
47006,Y,Y
47007,Y,
47008,Y,
47009,Y,
47010,Y,
47011,Y,
47012,Y,
47013,,
47014,Y,
47015,Y,
47016,Y,
47017,Y,
47018,Y,
47019,Y,
47020,Y,
47021,Y,Y
47022,Y,
47023,Y,
47024,Y,
47025,Y,Y
47026,Y,
47027,Y,
47028,Y,
47029,Y,
47030,Y,
47031,Y,
47032,,
47033,Y,
47034,Y,
47035,Y,
47036,Y,
47037,Y,Y
47038,Y,
47039,Y,
47040,Y,
47041,Y,
47042,Y,
47043,Y,Y
47044,Y,
47045,Y,
47046,Y,Y
47047,Y,
47048,Y,
47049,Y,
47050,Y,
47051,Y,
47052,Y,Y
47053,Y,
47054,Y,
47055,Y,Y
47056,Y,
47057,Y,
47058,Y,Y
47059,Y,Y
47060,Y,
47061,Y,
47062,Y,
47063,,
47064,Y,
47065,Y,
47066,Y,
47067,Y,
47068,Y,Y
47069,Y,Y
47070,Y,
47071,Y,
47072,Y,
47073,Y,
47074,Y,
47075,Y,
47076,Y,
47077,Y,
47078,Y,
47079,Y,
47080,Y,
47081,Y,
47082,Y,
47083,Y,
47084,Y,
47085,Y,
47086,Y,
47087,Y,
47088,Y,
47089,Y,
47090,Y,
47091,Y,
47092,Y,Y
47093,Y,
47094,Y,
47095,Y,Y
47096,Y,
47097,Y,
47098,Y,
47099,Y,
47100,Y,
47101,Y,
47102,Y,
47103,Y,
47104,Y,
47105,Y,
47106,Y,
47107,Y,Y
47108,,
47109,Y,
47110,Y,
47111,Y,
47112,Y,
47113,Y,
47114,Y,Y
47115,Y,
47116,Y,
47117,Y,
47118,Y,Y
47119,Y,
47120,,
47121,Y,Y
47122,Y,
47123,Y,
47124,Y,
47125,Y,
47126,Y,
47127,,
47128,Y,Y
47129,Y,
47130,Y,
47131,Y,
47132,Y,
47133,Y,
47134,Y,
47135,Y,
47136,,
47137,Y,
47138,Y,
47139,Y,
47140,Y,
47141,Y,
47142,Y,
47143,Y,
47144,Y,
47145,,
47146,Y,
47147,,
47148,Y,
47149,Y,
47150,Y,
47151,Y,
47152,Y,
47153,Y,
47154,Y,
47155,Y,Y
47156,Y,
47157,Y,
47158,Y,
47159,Y,
47160,Y,
47161,Y,
47162,Y,
47163,Y,
47164,,
47165,Y,
47166,Y,
47167,Y,
47168,Y,
47169,Y,
47170,Y,
47171,Y,
47172,Y,
47173,Y,
47174,Y,
47175,Y,
47176,Y,Y
47177,Y,
47178,Y,
47179,,
47180,Y,
47181,Y,
47182,Y,
47183,Y,
47184,Y,
47185,Y,
47186,Y,
47187,Y,
47188,Y,Y
47189,Y,
47190,Y,Y
47191,Y,
47192,Y,
47193,Y,
47194,,
47195,Y,
47196,Y,
47197,Y,
47198,Y,Y
47199,Y,Y
47200,Y,
47201,Y,
47202,Y,
47203,Y,
47204,Y,
47205,Y,
47206,Y,Y
47207,Y,
47208,Y,
47209,Y,
47210,Y,
47211,Y,
47212,,
47213,,
47214,Y,
47215,Y,
47216,Y,
47217,Y,
47218,Y,Y
47219,Y,
47220,Y,
47221,Y,
47222,Y,
47223,Y,
47224,Y,
47225,Y,
47226,Y,
47227,Y,
47228,,
47229,Y,
47230,Y,
47231,Y,
47232,Y,
47233,Y,
47234,Y,
47235,Y,
47236,Y,
47237,Y,
47238,Y,
47239,Y,
47240,Y,
47241,,
47242,Y,
47243,Y,
47244,Y,
47245,Y,
47246,Y,Y
47247,Y,Y
47248,Y,
47249,Y,
47250,Y,
47251,Y,Y
47252,Y,
47253,Y,
47254,Y,
47255,Y,
47256,Y,
47257,Y,
47258,Y,
47259,Y,
47260,Y,
47261,Y,
47262,Y,
47263,Y,
47264,Y,
47265,Y,
47266,Y,
47267,Y,
47268,Y,
47269,Y,
47270,Y,
47271,Y,
47272,,
47273,Y,
47274,Y,
47275,Y,
47276,Y,
47277,Y,
47278,Y,
47279,,
47280,Y,
47281,Y,
47282,Y,
47283,Y,
47284,Y,
47285,Y,
47286,Y,
47287,,
47288,Y,
47289,Y,
47290,Y,
47291,,
47292,Y,
47293,Y,
47294,Y,
47295,Y,
47296,Y,
47297,Y,
47298,Y,
47299,Y,
47300,Y,Y
47301,Y,
47302,Y,
47303,Y,
47304,Y,
47305,Y,
47306,Y,
47307,Y,
47308,Y,
47309,Y,
47310,Y,
47311,Y,
47312,,
47313,Y,
47314,Y,
47315,Y,
47316,Y,Y
47317,Y,
47318,Y,
47319,Y,
47320,Y,
47321,Y,
47322,Y,
47323,Y,
47324,Y,
47325,Y,
47326,Y,
47327,Y,
47328,,
47329,Y,
47330,Y,
47331,Y,
47332,Y,
47333,Y,
47334,Y,
47335,Y,
47336,Y,
47337,Y,Y
47338,Y,
47339,Y,
47340,Y,
47341,Y,
47342,Y,
47343,Y,
47344,Y,
47345,Y,
47346,Y,
47347,Y,
47348,Y,
47349,Y,
47350,Y,Y
47351,Y,
47352,Y,
47353,Y,
47354,Y,
47355,Y,
47356,Y,
47357,Y,
47358,Y,
47359,Y,
47360,Y,
47361,Y,
47362,Y,
47363,Y,
47364,Y,
47365,Y,
47366,Y,
47367,Y,
47368,Y,Y
47369,Y,
47370,Y,
47371,Y,Y
47372,Y,
47373,Y,
47374,Y,
47375,Y,
47376,Y,
47377,Y,
47378,Y,
47379,Y,
47380,Y,
47381,Y,
47382,Y,
47383,Y,
47384,Y,
47385,Y,
47386,Y,
47387,Y,
47388,Y,
47389,,
47390,Y,
47391,Y,
47392,Y,
47393,Y,
47394,Y,
47395,Y,
47396,Y,
47397,Y,
47398,Y,Y
47399,Y,
47400,Y,
47401,Y,
47402,Y,
47403,Y,
47404,Y,
47405,Y,
47406,,
47407,Y,
47408,Y,
47409,Y,
47410,Y,
47411,Y,
47412,Y,
47413,Y,Y
47414,,
47415,Y,
47416,Y,
47417,Y,
47418,Y,
47419,Y,
47420,Y,
47421,Y,
47422,Y,
47423,Y,
47424,Y,
47425,Y,
47426,Y,
47427,Y,
47428,Y,
47429,Y,
47430,Y,
47431,Y,
47432,Y,
47433,Y,
47434,Y,
47435,Y,
47436,,
47437,Y,
47438,Y,
47439,Y,
47440,Y,
47441,,
47442,Y,Y
47443,Y,Y
47444,Y,
47445,Y,
47446,Y,Y
47447,Y,
47448,Y,Y
47449,Y,
47450,Y,
47451,Y,
47452,Y,
47453,Y,
47454,Y,
47455,Y,
47456,Y,
47457,Y,
47458,Y,
47459,Y,
47460,Y,
47461,,
47462,Y,
47463,Y,
47464,,
47465,Y,
47466,,
47467,Y,Y
47468,Y,
47469,Y,
47470,Y,
47471,Y,
47472,Y,
47473,Y,
47474,Y,
47475,Y,
47476,Y,
47477,Y,
47478,Y,
47479,Y,
47480,,
47481,Y,
47482,Y,Y
47483,Y,
47484,Y,
47485,Y,Y
47486,Y,Y
47487,Y,Y
47488,Y,
47489,Y,
47490,,
47491,Y,
47492,Y,
47493,Y,
47494,Y,
47495,Y,
47496,Y,Y
47497,Y,
47498,Y,
47499,,
47500,Y,
47501,,
47502,Y,
47503,Y,
47504,Y,
47505,,
47506,Y,
47507,,
47508,Y,
47509,Y,
47510,Y,
47511,Y,
47512,Y,
47513,Y,
47514,Y,
47515,Y,
47516,Y,
47517,Y,
47518,Y,
47519,Y,
47520,Y,
47521,Y,
47522,Y,
47523,Y,
47524,Y,
47525,Y,
47526,,
47527,,
47528,Y,
47529,Y,
47530,Y,Y
47531,Y,
47532,Y,
47533,Y,Y
47534,Y,
47535,Y,
47536,Y,Y
47537,Y,Y
47538,Y,
47539,Y,
47540,Y,
47541,Y,
47542,Y,
47543,Y,
47544,,
47545,,
47546,Y,
47547,Y,
47548,Y,
47549,Y,
47550,Y,
47551,Y,Y
47552,Y,Y
47553,Y,
47554,Y,
47555,Y,
47556,Y,
47557,Y,
47558,Y,
47559,Y,
47560,Y,
47561,Y,
47562,,
47563,Y,
47564,Y,
47565,Y,
47566,Y,
47567,Y,
47568,Y,
47569,Y,
47570,Y,
47571,Y,
47572,Y,Y
47573,,
47574,Y,
47575,,
47576,Y,
47577,Y,
47578,Y,
47579,Y,
47580,Y,
47581,Y,
47582,Y,
47583,Y,
47584,Y,
47585,Y,
47586,Y,
47587,Y,Y
47588,Y,
47589,Y,
47590,,
47591,Y,
47592,Y,
47593,,
47594,Y,
47595,Y,
47596,,
47597,Y,
47598,Y,
47599,Y,
47600,Y,
47601,Y,
47602,Y,
47603,Y,
47604,Y,
47605,,
47606,,
47607,Y,
47608,Y,
47609,Y,
47610,Y,
47611,Y,Y
47612,Y,
47613,Y,
47614,Y,
47615,Y,
47616,Y,
47617,Y,
47618,Y,
47619,Y,
47620,Y,
47621,,
47622,Y,
47623,Y,
47624,,
47625,Y,
47626,Y,
47627,,
47628,Y,
47629,Y,
47630,Y,
47631,Y,
47632,Y,
47633,Y,
47634,Y,
47635,Y,
47636,Y,Y
47637,Y,Y
47638,Y,
47639,Y,
47640,Y,
47641,,
47642,Y,
47643,Y,
47644,Y,Y
47645,Y,
47646,Y,
47647,Y,
47648,Y,
47649,Y,
47650,Y,
47651,Y,
47652,Y,
47653,Y,Y
47654,Y,
47655,Y,
47656,Y,Y
47657,Y,
47658,Y,
47659,Y,
47660,Y,Y
47661,Y,
47662,Y,
47663,Y,
47664,Y,
47665,Y,Y
47666,Y,
47667,Y,
47668,Y,
47669,Y,
47670,Y,
47671,Y,
47672,Y,Y
47673,Y,
47674,Y,
47675,Y,
47676,Y,
47677,Y,
47678,Y,
47679,Y,Y
47680,,
47681,Y,
47682,,
47683,Y,
47684,Y,
47685,Y,
47686,Y,
47687,Y,
47688,Y,
47689,Y,
47690,Y,
47691,Y,Y
47692,Y,
47693,Y,
47694,Y,
47695,,
47696,Y,
47697,Y,
47698,Y,
47699,Y,
47700,Y,
47701,Y,
47702,,
47703,Y,
47704,Y,
47705,Y,
47706,,
47707,Y,
47708,Y,
47709,Y,
47710,Y,
47711,Y,
47712,Y,
47713,Y,
47714,Y,
47715,Y,
47716,Y,
47717,Y,Y
47718,,
47719,Y,
47720,Y,
47721,Y,
47722,,
47723,Y,Y
47724,Y,
47725,Y,
47726,Y,
47727,Y,
47728,Y,
47729,Y,
47730,,
47731,Y,Y
47732,,
47733,Y,
47734,Y,
47735,Y,
47736,Y,
47737,Y,
47738,Y,
47739,Y,
47740,Y,
47741,Y,
47742,Y,
47743,Y,
47744,Y,
47745,Y,
47746,Y,
47747,Y,
47748,Y,
47749,Y,
47750,Y,
47751,Y,
47752,Y,
47753,Y,
47754,Y,
47755,Y,
47756,Y,
47757,,
47758,,
47759,Y,
47760,Y,
47761,Y,
47762,Y,
47763,Y,
47764,Y,
47765,Y,Y
47766,Y,
47767,Y,
47768,Y,
47769,Y,
47770,Y,
47771,,
47772,Y,
47773,Y,
47774,Y,
47775,Y,
47776,Y,
47777,Y,
47778,Y,
47779,Y,
47780,Y,
47781,Y,
47782,Y,
47783,Y,
47784,,
47785,Y,Y
47786,Y,
47787,Y,
47788,,
47789,Y,
47790,Y,
47791,Y,
47792,,
47793,Y,
47794,Y,
47795,Y,
47796,Y,
47797,Y,
47798,Y,
47799,Y,
47800,,
47801,Y,
47802,Y,Y
47803,Y,
47804,,
47805,,
47806,,
47807,Y,
47808,,
47809,,
47810,Y,
47811,Y,
47812,Y,
47813,,
47814,Y,
47815,Y,
47816,Y,
47817,Y,
47818,Y,
47819,Y,
47820,Y,
47821,Y,
47822,Y,
47823,Y,
47824,Y,Y
47825,Y,
47826,Y,
47827,Y,
47828,Y,
47829,Y,
47830,Y,Y
47831,Y,Y
47832,Y,
47833,Y,Y
47834,Y,
47835,,
47836,Y,
47837,Y,
47838,,
47839,Y,
47840,Y,
47841,Y,
47842,Y,
47843,,
47844,Y,
47845,,
47846,Y,Y
47847,Y,
47848,Y,Y
47849,Y,
47850,Y,
47851,Y,
47852,Y,
47853,Y,
47854,,
47855,,
47856,Y,Y
47857,,
47858,Y,
47859,Y,Y
47860,Y,Y
47861,Y,
47862,Y,Y
47863,Y,Y
47864,Y,
47865,Y,
47866,Y,
47867,Y,
47868,Y,
47869,Y,
47870,Y,
47871,Y,
47872,Y,
47873,Y,
47874,Y,
47875,Y,
47876,Y,
47877,,
47878,Y,
47879,Y,
47880,Y,
47881,Y,
47882,Y,
47883,Y,Y
47884,Y,
47885,Y,Y
47886,Y,
47887,Y,
47888,Y,
47889,Y,
47890,Y,Y
47891,Y,
47892,Y,
47893,Y,
47894,Y,Y
47895,Y,
47896,Y,Y
47897,Y,
47898,Y,
47899,Y,
47900,Y,
47901,Y,
47902,Y,
47903,Y,Y
47904,Y,
47905,Y,
47906,Y,
47907,Y,
47908,,
47909,,
47910,Y,
47911,Y,
47912,,
47913,,
47914,Y,
47915,,
47916,Y,
47917,Y,
47918,Y,
47919,Y,Y
47920,Y,
47921,Y,
47922,,
47923,Y,
47924,Y,
47925,Y,
47926,Y,Y
47927,Y,
47928,Y,
47929,Y,
47930,Y,
47931,Y,
47932,Y,
47933,Y,
47934,Y,
47935,Y,
47936,Y,
47937,Y,
47938,Y,
47939,Y,
47940,Y,
47941,Y,
47942,,
47943,Y,
47944,Y,Y
47945,Y,
47946,Y,
47947,Y,
47948,Y,
47949,Y,
47950,Y,Y
47951,Y,
47952,Y,
47953,Y,
47954,Y,Y
47955,Y,
47956,Y,
47957,Y,
47958,Y,
47959,Y,
47960,Y,
47961,Y,Y
47962,Y,
47963,Y,
47964,Y,
47965,Y,
47966,Y,
47967,Y,
47968,Y,
47969,Y,
47970,Y,
47971,,
47972,Y,
47973,Y,
47974,Y,
47975,Y,
47976,Y,
47977,Y,Y
47978,,
47979,Y,
47980,Y,
47981,Y,
47982,Y,
47983,Y,Y
47984,Y,
47985,Y,
47986,Y,
47987,Y,
47988,Y,
47989,Y,
47990,Y,Y
47991,Y,
47992,Y,
47993,Y,
47994,Y,
47995,Y,
47996,Y,
47997,,
47998,Y,
47999,Y,
48000,Y,
48001,Y,
48002,Y,
48003,Y,
48004,Y,Y
48005,Y,
48006,,
48007,,
48008,Y,Y
48009,Y,
48010,Y,
48011,,
48012,Y,
48013,Y,
48014,Y,
48015,Y,
48016,Y,
48017,Y,
48018,Y,Y
48019,Y,
48020,Y,
48021,Y,
48022,Y,
48023,Y,
48024,Y,
48025,Y,
48026,Y,
48027,,
48028,Y,
48029,Y,
48030,Y,Y
48031,Y,
48032,Y,
48033,Y,
48034,Y,
48035,Y,
