,ACCP,CONF
9279,,
9280,,
9281,,
9282,Y,
9283,Y,
9284,,
9285,,
9286,Y,
9287,,
9288,Y,
9289,Y,
9290,,
9291,Y,
9292,,
9293,,
9294,,
9295,Y,
9296,,
9297,Y,
9298,,
9299,,
9300,,
9301,Y,
9302,Y,
9303,Y,
9304,Y,
9305,,
9306,,
9307,,
9308,Y,
9309,,
9310,Y,
9311,,
9312,Y,
9313,,
9314,Y,
9315,,
9316,,
9317,,
9318,,
9319,,
9320,Y,
9321,,
9322,,
9323,Y,
9324,,
9325,,
9326,,
9327,,
9328,,
9329,Y,
9330,Y,
9331,Y,
9332,,
9333,Y,
9334,Y,
9335,Y,
9336,Y,
9337,,
9338,,
9339,,
9340,Y,
9341,Y,
9342,Y,
9343,Y,
9344,,
9345,,
9346,,
9347,,
9348,,
9349,Y,
9350,Y,
9351,,
9352,,
9353,,
9354,,
9355,Y,
9356,Y,
9357,,
9358,Y,
9359,,
9360,Y,
9361,,
9362,,
9363,Y,
9364,Y,
9365,,
9366,,
9367,Y,
9368,Y,
9369,Y,
9370,,
9371,,
9372,,
9373,,
9374,Y,
9375,,
9376,,
9377,,
9378,Y,
9379,,
9380,Y,
9381,,
9382,Y,
9383,Y,
9384,,
9385,Y,
9386,Y,
9387,,
9388,Y,
9389,,
9390,Y,
9391,,
9392,,
9393,,
9394,Y,
9395,,
9396,Y,
9397,,
9398,,
9399,Y,
9400,Y,
9401,Y,
9402,,
9403,,
9404,,
9405,Y,
9406,Y,
9407,,
9408,,
9409,,
9410,,
9411,,
9412,Y,
9413,,
9414,Y,
9415,,
9416,Y,
9417,Y,
9418,Y,
9419,,
9420,,
9421,,
9422,Y,
9423,,
9424,,
9425,Y,
9426,,
9427,Y,
9428,,
9429,,
9430,Y,
9431,,
9432,Y,
9433,Y,
9434,,
9435,,
9436,,
9437,,
9438,Y,
9439,,
9440,,
9441,Y,
9442,Y,
9443,,
9444,,
9445,Y,
9446,,
9447,,
9448,,
9449,,
9450,Y,
9451,,
9452,,
9453,,
9454,,
9455,,
9456,,
9457,,
9458,,
9459,Y,
9460,Y,
9461,Y,
9462,,
9463,,
9464,Y,
9465,Y,
9466,,
9467,Y,
9468,Y,
9469,,
9470,Y,
9471,,
9472,Y,
9473,,
9474,,
9475,,
9476,,
9477,Y,
9478,,
9479,,
9480,,
9481,,
9482,,
9483,,
9484,Y,
9485,,
9486,Y,
9487,Y,
9488,,
9489,,
9490,Y,
9491,Y,
9492,,
9493,Y,
9494,Y,
9495,,
9496,Y,
9497,,
9498,,
9499,Y,
9500,Y,
9501,Y,
9502,,
9503,Y,
9504,Y,
9505,,
9506,Y,
9507,,
9508,Y,
9509,Y,
9510,,
9511,,
9512,,
9513,,
9514,,
9515,,
9516,,
9517,Y,
9518,Y,
9519,Y,
9520,Y,
9521,Y,
9522,,
9523,,
9524,,
9525,Y,
9526,,
9527,,
9528,,
9529,,
9530,,
9531,Y,
9532,Y,
9533,,
9534,Y,
9535,,
9536,,
9537,,
9538,Y,
9539,Y,
9540,,
9541,,
9542,,
9543,,
9544,Y,
9545,,
9546,,
9547,,
9548,,
9549,Y,
9550,,
9551,Y,
9552,Y,
9553,,
9554,,
9555,Y,
9556,,
9557,,
9558,Y,
9559,,
9560,,
9561,Y,
9562,Y,
9563,Y,
9564,,
9565,,
9566,,
9567,,
9568,,
9569,,
9570,,
9571,,
9572,Y,
9573,,
9574,Y,
9575,,
9576,,
9577,Y,
9578,,
9579,Y,
9580,,
9581,,
9582,Y,
9583,,
9584,,
9585,Y,
9586,Y,
9587,Y,
9588,Y,
9589,Y,
9590,,
9591,,
9592,,
9593,,
9594,Y,
9595,,
9596,,
9597,,
9598,,
9599,,
9600,Y,
9601,Y,
9602,Y,
9603,,
9604,Y,
9605,Y,
9606,,
9607,,
9608,,
9609,Y,
9610,Y,
9611,Y,
9612,Y,
9613,Y,
9614,Y,
9615,Y,
9616,,
9617,,
9618,Y,
9619,Y,
9620,Y,
9621,,
9622,,
9623,,
9624,Y,
9625,,
9626,,
9627,,
9628,,
9629,,
9630,,
9631,,
9632,,
9633,,
9634,,
9635,Y,
9636,Y,
9637,,
9638,,
9639,,
9640,,
9641,Y,
9642,Y,
9643,Y,
9644,Y,
9645,,
9646,,
9647,Y,
9648,Y,
9649,Y,
9650,Y,
9651,,
9652,,
9653,Y,
9654,,
9655,Y,
9656,,
9657,,
9658,Y,
9659,,
9660,Y,
9661,,
9662,Y,
9663,,
9664,,
9665,Y,
9666,,
9667,Y,
9668,,
9669,Y,
9670,,
9671,Y,
9672,Y,
9673,,
9674,,
9675,,
9676,,
9677,,
9678,Y,
9679,Y,
9680,,
9681,,
9682,Y,
9683,Y,Y
9684,Y,
9685,,
9686,Y,
9687,Y,
9688,,
9689,Y,
9690,Y,
9691,,
9692,Y,
9693,,
9694,,
9695,Y,
9696,Y,
9697,,
9698,,
9699,,
9700,,
9701,,
9702,,
9703,Y,
9704,Y,
9705,Y,
9706,,
9707,,
9708,,
9709,,
9710,Y,
9711,,
9712,Y,
9713,Y,
9714,Y,
9715,,
9716,Y,
9717,,
9718,,
9719,,
9720,,
9721,,
9722,,
9723,,
9724,,
9725,,
9726,,
9727,,
9728,,
9729,Y,
9730,Y,
9731,,
9732,,
9733,Y,
9734,Y,
9735,,
9736,Y,
9737,,
9738,Y,
9739,Y,
9740,,
9741,Y,
9742,Y,
9743,Y,
9744,Y,
9745,Y,
9746,Y,
9747,Y,
9748,,
9749,,
9750,Y,
9751,Y,
9752,,
9753,Y,
9754,,
9755,Y,
9756,,
9757,,
9758,,
9759,Y,
9760,,
9761,,
9762,,
9763,,
9764,,
9765,Y,
9766,,
9767,Y,
9768,,
9769,,
9770,,
9771,,
9772,,
9773,,
9774,Y,
9775,Y,
9776,Y,
9777,,
9778,,
9779,,
9780,,
9781,Y,
9782,Y,
9783,Y,
9784,Y,
9785,,
9786,,
9787,,
9788,,
9789,,
9790,Y,
9791,Y,
9792,,
9793,,
9794,Y,
9795,Y,
9796,,
9797,,
9798,Y,
9799,,
9800,,
9801,Y,
9802,,
9803,Y,
9804,Y,
9805,,
9806,,
9807,Y,
9808,,
9809,Y,
9810,Y,
9811,Y,
9812,,
9813,Y,
9814,,
9815,,
9816,,
9817,,
9818,Y,
9819,,
9820,Y,
9821,,
9822,,
9823,Y,
9824,Y,
9825,,
9826,,
9827,,
9828,,
9829,,
9830,Y,
9831,Y,
9832,Y,
9833,,
9834,,
9835,,
9836,,
9837,,
9838,,
9839,,
9840,,
9841,,
9842,,
9843,,
9844,Y,
9845,,
9846,Y,
9847,Y,
9848,,
9849,Y,
9850,Y,
9851,Y,
9852,,
9853,,
9854,,
9855,Y,
9856,,
9857,,
9858,,
9859,Y,
9860,Y,
9861,,
9862,,
9863,Y,
9864,Y,
9865,Y,
9866,,
9867,Y,
9868,,
9869,Y,
9870,,
9871,Y,
9872,,
9873,,
9874,,
9875,Y,
9876,Y,
9877,,
9878,,
9879,,
9880,,
9881,Y,
9882,Y,
9883,,
9884,Y,
9885,Y,
9886,Y,
9887,,
9888,Y,
9889,,
9890,,
9891,,
9892,Y,
9893,Y,
9894,,
9895,Y,
9896,Y,
9897,Y,
9898,,
9899,,
9900,Y,
9901,,
9902,Y,
9903,Y,
9904,,
9905,Y,
9906,Y,
9907,Y,
9908,,
9909,Y,
9910,,
9911,,
9912,,
9913,,
9914,Y,
9915,Y,
9916,,
9917,,
9918,Y,
9919,Y,
9920,Y,
9921,,
9922,,
9923,,
9924,,
9925,,
9926,,
9927,Y,
9928,Y,
9929,,
9930,Y,
9931,,
9932,Y,
9933,Y,
9934,Y,
9935,Y,
9936,Y,
9937,,
9938,,
9939,,
9940,,
9941,,
9942,,
9943,,
9944,,
9945,Y,
9946,,
9947,Y,
9948,,
9949,,
9950,,
9951,,
9952,,
9953,Y,
9954,,
9955,,
9956,Y,
9957,Y,
9958,,
9959,Y,
9960,,
9961,,
9962,,
9963,,
9964,,
9965,,
9966,,
9967,Y,
9968,,
9969,,
9970,,
9971,,
9972,,
9973,,
9974,,
9975,,
9976,Y,
9977,,
9978,,
9979,Y,
9980,Y,
9981,Y,
9982,,
9983,Y,
9984,,
9985,,
9986,Y,
9987,,
9988,Y,
9989,,
9990,Y,
9991,,
9992,,
9993,,
9994,,
9995,,
9996,Y,
9997,Y,
9998,Y,
9999,,
10000,Y,
10001,,
10002,Y,
10003,Y,
10004,Y,
10005,Y,
10006,,
10007,Y,
10008,,
10009,,
10010,Y,
10011,,
10012,Y,
10013,Y,
10014,,
10015,Y,
10016,Y,
10017,,
10018,,
10019,Y,
10020,Y,
10021,Y,
10022,Y,
10023,,
10024,,
10025,,
10026,Y,
10027,,
10028,Y,
10029,Y,
10030,Y,
10031,,
10032,,
10033,Y,
10034,,
10035,,
10036,,
10037,,
10038,Y,
10039,,
10040,,
10041,Y,
10042,,
10043,,
10044,,
10045,,
10046,,
10047,,
10048,Y,
10049,,
10050,,
10051,Y,
10052,Y,
10053,,
10054,,
10055,Y,
10056,Y,
10057,Y,
10058,,
10059,,
10060,,
10061,,
10062,,
10063,Y,
10064,,
10065,,
10066,,
10067,,
10068,,
10069,Y,
10070,Y,
10071,,
10072,,
10073,,
10074,Y,
10075,Y,
10076,,
10077,,
10078,,
10079,Y,
10080,,
10081,Y,
10082,Y,
10083,,
10084,,
10085,,
10086,,
10087,Y,
10088,,
10089,,
10090,,
10091,,
10092,,
10093,Y,
10094,Y,
10095,Y,
10096,Y,
10097,,
10098,,
10099,Y,
10100,Y,
10101,,
10102,,
10103,,
10104,,
10105,Y,
10106,,
10107,,
10108,,
10109,,
10110,,
10111,Y,
10112,,
10113,Y,
10114,Y,
10115,,
10116,Y,
10117,Y,
10118,,
10119,,
10120,Y,
10121,,
10122,Y,
10123,Y,
10124,Y,
10125,Y,
10126,,
10127,,
10128,Y,
10129,,
10130,Y,
10131,Y,
10132,,
10133,,
10134,,
10135,,
10136,,
10137,,
10138,,
10139,,
10140,,
10141,,
10142,,
10143,,
10144,,
10145,Y,
10146,Y,
10147,Y,
10148,Y,
10149,Y,
10150,Y,
10151,Y,
10152,,
10153,,
10154,,
10155,Y,
10156,Y,
10157,,
10158,,
10159,Y,
10160,Y,
10161,,
10162,,
10163,Y,
10164,,
10165,,
10166,,
10167,Y,
10168,,
10169,Y,
10170,Y,
10171,Y,
10172,Y,
10173,Y,
10174,Y,
10175,,
10176,,
10177,,
10178,,
10179,,
10180,Y,
10181,,
10182,,
10183,,
10184,Y,
10185,,
10186,,
10187,Y,
10188,Y,
10189,Y,
10190,,
10191,Y,
10192,,
10193,Y,
10194,Y,
10195,,
10196,,
10197,,
10198,,
10199,Y,
10200,Y,
10201,Y,
10202,,
10203,,
10204,,
10205,,
10206,,
10207,,
10208,Y,
10209,Y,
10210,Y,
10211,Y,
10212,Y,
10213,Y,
10214,Y,
10215,,
10216,,
10217,,
10218,,
10219,,
10220,,
10221,,
10222,Y,
10223,,
10224,,
10225,,
10226,,
10227,,
10228,,
10229,,
10230,,
10231,Y,
10232,Y,
10233,,
10234,Y,
10235,,
10236,,
10237,,
10238,Y,
10239,Y,
10240,Y,
10241,Y,
10242,,
10243,,
10244,,
10245,Y,
10246,,
10247,,
10248,,
10249,Y,
10250,Y,
10251,Y,
10252,,
10253,,
10254,Y,
10255,,
10256,Y,
10257,Y,
10258,,
10259,,
10260,,
10261,Y,
10262,Y,
10263,,
10264,Y,
10265,,
10266,,
10267,,
10268,,
10269,Y,
10270,,
10271,,
10272,,
10273,,
10274,Y,
10275,Y,
10276,,
10277,,
10278,,
10279,Y,
10280,Y,
10281,,
10282,,
10283,Y,
10284,,
10285,,
10286,,
10287,Y,
10288,,
10289,,
10290,,
10291,Y,
10292,Y,
10293,,
10294,,
10295,Y,
10296,Y,
10297,,
10298,,
10299,Y,
10300,Y,
10301,Y,
10302,Y,
10303,,
10304,Y,
10305,Y,
10306,,
10307,Y,
10308,Y,
10309,Y,
10310,,
10311,,
10312,,
10313,Y,
10314,,
10315,,
10316,Y,
10317,,
10318,,
10319,Y,
10320,Y,
10321,Y,
10322,,
10323,,
10324,,
10325,,
10326,Y,
10327,Y,
10328,Y,
10329,Y,
10330,,
10331,Y,
10332,,
10333,,
10334,Y,
10335,,
10336,,
10337,Y,
10338,Y,
10339,,
10340,Y,
10341,Y,
10342,,
10343,,
10344,,
10345,Y,
10346,Y,
10347,,
10348,Y,
10349,Y,
10350,,
10351,,
10352,,
10353,,
10354,Y,
10355,,
10356,,
10357,,
10358,,
10359,Y,
10360,,
10361,Y,
10362,,
10363,Y,
10364,Y,
10365,Y,
10366,Y,
10367,Y,
10368,Y,
10369,Y,
10370,Y,
10371,Y,
10372,Y,
10373,,
10374,Y,
10375,Y,
10376,Y,
10377,,
10378,,
10379,,
10380,Y,
10381,,
10382,,
10383,Y,
10384,Y,
10385,,
10386,,
10387,Y,
10388,Y,
10389,Y,
10390,,
10391,,
10392,Y,
10393,,
10394,Y,
10395,Y,
10396,Y,
10397,,
10398,Y,
10399,,
10400,Y,
10401,,
10402,Y,
10403,,
10404,,
10405,Y,
10406,,
10407,Y,
10408,Y,
10409,,
10410,,
10411,Y,
10412,,
10413,Y,
10414,,
10415,,
10416,,
10417,,
10418,,
10419,Y,
10420,Y,
10421,,
10422,,
10423,,
10424,,
10425,,
10426,Y,
10427,Y,
10428,Y,
10429,,
10430,Y,
10431,Y,
10432,,
10433,Y,
10434,Y,
10435,,
10436,Y,
10437,,
10438,Y,
10439,,
10440,,
10441,,
10442,,
10443,Y,
10444,,
10445,Y,
10446,Y,
10447,Y,Y
10448,,
10449,Y,
10450,,
10451,,
10452,Y,
10453,,
10454,,
10455,,
10456,,
10457,,
10458,Y,
10459,Y,
10460,,
10461,Y,
10462,,
10463,Y,
10464,Y,
10465,,
10466,,
10467,,
10468,,
10469,,
10470,,
10471,,
10472,Y,
10473,,
10474,,
10475,,
10476,,
10477,,
10478,,
10479,Y,
10480,,
10481,Y,
10482,,
10483,,
10484,Y,
10485,,
10486,,
10487,,
10488,,
10489,Y,
10490,Y,
10491,,
10492,,
10493,,
10494,Y,
10495,,
10496,,
10497,Y,
10498,,
10499,,
10500,,
10501,,
10502,,
10503,Y,
10504,Y,
10505,Y,
10506,,
10507,,
10508,Y,
10509,,
10510,Y,
10511,Y,
10512,,
10513,,
10514,Y,
10515,,
10516,Y,
10517,,
10518,Y,
10519,,
10520,,
10521,,
10522,,
10523,Y,
10524,,
10525,,
10526,,
10527,,
10528,,
10529,,
10530,,
10531,Y,
10532,,
10533,,
10534,,
10535,Y,
10536,,
10537,,
10538,,
10539,,
10540,Y,
10541,Y,
10542,Y,
10543,Y,
10544,,
10545,Y,
10546,,
10547,,
10548,,
10549,,
10550,Y,
10551,Y,
10552,,
10553,Y,
10554,Y,
10555,,
10556,,
10557,,
10558,,
10559,Y,
10560,Y,
10561,Y,
10562,Y,
10563,Y,
10564,,
10565,Y,
10566,,
10567,Y,
10568,Y,
10569,,
10570,Y,
10571,Y,
10572,,
10573,Y,
10574,Y,
10575,Y,
10576,,
10577,Y,
10578,,
10579,,
10580,,
10581,Y,
10582,,
10583,Y,
10584,,
10585,,
10586,,
10587,,
10588,Y,
10589,,
10590,Y,
10591,,
10592,Y,
10593,Y,
10594,Y,
10595,,
10596,,
10597,,
10598,Y,
10599,Y,
10600,Y,
10601,Y,
10602,Y,
10603,,
10604,Y,
10605,,
10606,,
10607,Y,
10608,,
10609,Y,
10610,Y,
10611,,
10612,,
10613,,
10614,,
10615,Y,
10616,,
10617,,
10618,,
10619,Y,
10620,Y,
10621,Y,
10622,Y,
10623,Y,
10624,,
10625,Y,
10626,,
10627,,
10628,,
10629,,
10630,Y,
10631,,
10632,,
10633,,
10634,Y,
10635,Y,
10636,Y,
10637,,
10638,,
10639,Y,
10640,,
10641,Y,
10642,,
10643,Y,
10644,Y,
10645,,
10646,Y,
10647,,
10648,Y,
10649,,
10650,,
10651,,
10652,Y,
10653,,
10654,Y,
10655,Y,
10656,,
10657,,
10658,Y,
10659,Y,
10660,,
10661,,
10662,Y,
10663,,
10664,,
10665,,
10666,Y,
10667,,
10668,Y,
10669,,
10670,,
10671,,
10672,Y,
10673,,
10674,,
10675,,
10676,,
10677,,
10678,,
10679,Y,
10680,Y,
10681,,
10682,Y,
10683,,
10684,Y,
10685,,
10686,Y,
10687,,
10688,Y,
10689,,
10690,,
10691,,
10692,,
10693,,
10694,Y,
10695,,
10696,,
10697,,
10698,Y,
10699,Y,
10700,Y,
10701,,
10702,Y,
10703,,
10704,,
10705,Y,
10706,Y,
10707,,
10708,Y,
10709,Y,
10710,Y,
10711,,
10712,,
10713,,
10714,,
10715,Y,
10716,,
10717,,
10718,,
10719,,
10720,,
10721,,
10722,,
10723,Y,
10724,,
10725,,
10726,Y,
10727,Y,
10728,,
10729,Y,
10730,Y,
10731,Y,
10732,Y,
10733,Y,
10734,,
10735,Y,
10736,Y,
10737,Y,
10738,,
10739,Y,
10740,,
10741,Y,
10742,,
10743,,
10744,,
10745,Y,
10746,,
10747,Y,
10748,Y,
10749,Y,
10750,Y,
10751,Y,
10752,,
10753,,
10754,,
10755,,
10756,,
10757,Y,
10758,,
10759,Y,
10760,Y,
10761,,
10762,,
10763,Y,
10764,Y,
10765,,
10766,,
10767,,
10768,Y,
10769,Y,
10770,Y,
10771,Y,
10772,,
10773,,
10774,,
10775,,
10776,,
10777,,
10778,,
10779,,
10780,,
10781,,
10782,Y,
10783,,
10784,,
10785,,
10786,Y,
10787,Y,
10788,,
10789,Y,
10790,Y,
10791,Y,
10792,,
10793,Y,
10794,,
10795,,
10796,Y,
10797,Y,
10798,,
10799,Y,
10800,,
10801,,
10802,,
10803,,
10804,Y,
10805,,
10806,,
10807,,
10808,,
10809,,
10810,Y,
10811,,
10812,,
10813,Y,
10814,Y,
10815,Y,
10816,,
10817,Y,
10818,,
10819,,
10820,,
10821,,
10822,,
10823,,
10824,Y,
10825,Y,
10826,,
10827,,
10828,Y,
10829,,
10830,,
10831,,
10832,Y,
10833,,
10834,,
10835,,
10836,Y,
10837,,
10838,,
10839,Y,
10840,Y,
10841,Y,
10842,,
10843,Y,
10844,,
10845,,
10846,Y,
10847,,
10848,,
10849,,
10850,Y,
10851,,
10852,,
10853,Y,
10854,,
10855,Y,
10856,,
10857,,
10858,Y,
10859,Y,
10860,Y,
10861,,
10862,,
10863,Y,
10864,,
10865,Y,
10866,,
10867,,
10868,,
10869,,
10870,Y,
10871,,
10872,,
10873,,
10874,,
10875,Y,
10876,,
10877,,
10878,Y,
10879,,
10880,Y,
10881,Y,
10882,Y,
10883,,
10884,,
10885,Y,
10886,Y,
10887,,
10888,,
10889,,
10890,,
10891,,
10892,,
10893,,
10894,,
10895,,
10896,,
10897,Y,
10898,Y,
10899,,
10900,,
10901,Y,
10902,,
10903,,
10904,,
10905,,
10906,,
10907,Y,
10908,,
10909,,
10910,,
10911,,
10912,,
10913,,
10914,,
10915,,
10916,,
10917,,
10918,,
10919,Y,
10920,,
10921,,
10922,,
10923,,
10924,,
10925,,
10926,Y,
10927,,
10928,,
10929,,
10930,,
10931,Y,
10932,Y,
10933,Y,
10934,Y,
10935,,
10936,Y,
10937,Y,
10938,,
10939,,
10940,,
10941,Y,
10942,Y,
10943,Y,
10944,,
10945,Y,
10946,,
10947,,
10948,Y,
10949,,
10950,,
10951,,
10952,,
10953,,
10954,Y,
10955,,
10956,,
10957,,
10958,Y,
10959,Y,
10960,Y,
10961,Y,
10962,Y,
10963,Y,
10964,,
10965,Y,
10966,,
10967,Y,
10968,Y,
10969,Y,
10970,Y,
10971,Y,
10972,Y,
10973,Y,
10974,Y,
10975,,
10976,Y,
10977,,
10978,Y,
10979,,
10980,,
10981,,
10982,,
10983,,
10984,Y,
10985,,
10986,,
10987,,
10988,,
10989,,
10990,,
10991,,
10992,,
10993,,
10994,,
10995,Y,
10996,Y,
10997,Y,
10998,,
10999,,
11000,,
11001,Y,
11002,,
11003,,
11004,Y,
11005,Y,
11006,Y,
11007,Y,
11008,,
11009,Y,
11010,Y,
11011,,
11012,Y,
11013,Y,
11014,Y,
11015,,
11016,Y,
11017,,
11018,Y,
11019,Y,
11020,,
11021,,
11022,,
11023,,
11024,,
11025,,
11026,Y,
11027,,
11028,,
11029,Y,
11030,Y,
11031,,
11032,Y,
11033,,
11034,,
11035,Y,
11036,Y,
11037,Y,
11038,,
11039,Y,
11040,Y,
11041,Y,
11042,,
11043,Y,
11044,,
11045,,
11046,Y,
11047,Y,
11048,,
11049,Y,
11050,Y,
11051,Y,
11052,,
11053,Y,
11054,Y,
11055,Y,
11056,Y,
11057,,
11058,,
11059,,
11060,,
11061,,
11062,,
11063,,
11064,,
11065,Y,
11066,,
11067,,
11068,,
11069,,
11070,,
11071,,
11072,,
11073,,
11074,,
11075,,
11076,Y,
11077,,
11078,,
11079,Y,
11080,,
11081,,
11082,,
11083,Y,
11084,,
11085,,
11086,,
11087,Y,
11088,Y,
11089,,
11090,Y,
11091,,
11092,Y,
11093,Y,
11094,,
11095,Y,
11096,,
11097,,
11098,Y,
11099,Y,
11100,,
11101,Y,
11102,Y,
11103,Y,
11104,,
11105,,
11106,Y,
11107,,
11108,,
11109,,
11110,Y,
11111,Y,
11112,,
11113,,
11114,,
11115,Y,
11116,,
11117,,
11118,,
11119,Y,
11120,,
11121,,
11122,Y,
11123,Y,
11124,Y,
11125,Y,
11126,,
11127,,
11128,,
11129,,
11130,,
11131,,
11132,,
11133,,
11134,Y,
11135,,
11136,,
11137,,
11138,,
11139,,
11140,Y,
11141,,
11142,,
11143,,
11144,,
11145,Y,
11146,Y,
11147,Y,
11148,Y,
11149,,
11150,,
11151,Y,
11152,,
11153,,
11154,Y,
11155,Y,
11156,,
11157,,
11158,,
11159,,
11160,,
11161,,
11162,Y,
11163,Y,
11164,Y,
11165,,
11166,Y,
11167,,
11168,Y,
11169,Y,
11170,Y,
11171,,
11172,,
11173,,
11174,Y,
11175,Y,
11176,Y,
11177,,
11178,,
11179,,
11180,,
11181,,
11182,Y,
11183,Y,
11184,Y,
11185,,
11186,Y,
11187,,
11188,Y,
11189,Y,
11190,,
11191,,
11192,,
11193,Y,
11194,,
11195,Y,
11196,Y,
11197,Y,
11198,,
11199,,
11200,,
11201,,
11202,Y,
11203,,
11204,,
11205,,
11206,Y,
11207,,
11208,,
11209,Y,
11210,,
11211,Y,
11212,Y,
11213,Y,
11214,,
11215,Y,
11216,,
11217,,
11218,Y,
11219,Y,
11220,Y,
11221,Y,
11222,,
11223,,
11224,,
11225,,
11226,,
11227,Y,
11228,,
11229,Y,
11230,Y,
11231,Y,
11232,Y,
11233,,
11234,Y,
11235,,
11236,Y,
11237,,
11238,,
11239,Y,
11240,,
11241,,
11242,,
11243,,
11244,Y,
11245,,
11246,Y,
11247,Y,
11248,,
11249,,
11250,,
11251,Y,
11252,Y,
11253,,
11254,,
11255,Y,
11256,,
11257,,
11258,Y,
11259,Y,
11260,Y,
11261,,
11262,,
11263,,
11264,Y,
11265,,
11266,,
11267,,
11268,,
11269,,
11270,Y,
11271,Y,
11272,Y,
11273,Y,
11274,Y,
11275,,
11276,Y,
11277,,
11278,,
11279,Y,
11280,,
11281,Y,
11282,Y,
11283,Y,
11284,,
11285,Y,
11286,Y,
11287,,
11288,Y,
11289,Y,
11290,,
11291,Y,
11292,Y,
11293,,
11294,,
11295,Y,
11296,,
11297,,
11298,,
11299,,
11300,,
11301,,
11302,Y,
11303,Y,
11304,Y,
11305,,
11306,,
11307,,
11308,,
11309,,
11310,,
11311,Y,
11312,,
11313,Y,
11314,,
11315,,
11316,Y,
11317,,
11318,,
11319,,
11320,,
11321,Y,
11322,Y,
11323,,
11324,Y,
11325,,
11326,,
11327,,
11328,Y,
11329,,
11330,,
11331,,
11332,,
11333,Y,
11334,Y,
11335,Y,
11336,,
11337,,
11338,,
11339,,
11340,Y,
11341,Y,
11342,Y,
11343,,
11344,,
11345,,
11346,Y,
11347,,
11348,Y,
11349,Y,
11350,Y,
11351,,
11352,Y,
11353,Y,
11354,Y,
11355,,
11356,Y,
11357,Y,
11358,Y,
11359,,
11360,Y,
11361,,
11362,Y,
11363,,
11364,,
11365,,
11366,,
11367,,
11368,Y,
11369,,
11370,,
11371,,
11372,,
11373,,
11374,,
11375,,
11376,,
11377,,
11378,,
11379,,
11380,,
11381,,
11382,,
11383,,
11384,,
11385,,
11386,,
11387,,
11388,,
11389,,
11390,,
11391,,
11392,,
11393,,
11394,,
11395,,
11396,,
11397,,
11398,,
11399,,
11400,,
11401,,
11402,,
11403,,
11404,,
11405,,
11406,,
11407,,
11408,,
11409,,
11410,,
11411,,
11412,,
11413,,
11414,,
11415,,
11416,,
11417,,
11418,,
11419,,
11420,,
11421,Y,
11422,,
11423,,
11424,,
11425,Y,
11426,,
11427,,
11428,,
11429,,
11430,,
11431,,
11432,,
11433,,
11434,,
11435,,
11436,,
11437,Y,
11438,,
11439,,
11440,,
11441,,
11442,,
11443,,
11444,,
11445,,
11446,,
11447,,
11448,,
11449,,
11450,,
11451,,
11452,,
11453,,
11454,,
11455,,
11456,,
11457,,
11458,,
11459,,
11460,,
11461,Y,
11462,Y,
11463,,
11464,,
11465,Y,
11466,,
11467,,
11468,,
11469,,
11470,,
11471,,
11472,,
11473,,
11474,,
11475,,
11476,,
11477,,
11478,,
11479,,
11480,,
11481,Y,
11482,,
11483,,
11484,,
11485,,
11486,,
11487,,
11488,,
11489,,
11490,,
11491,,
11492,,
11493,,
11494,,
11495,,
11496,,
11497,,
11498,,
11499,,
11500,,
11501,,
11502,Y,Y
11503,,
11504,,
11505,,
11506,,
11507,,
11508,,
11509,,
11510,,
11511,Y,
11512,,
11513,Y,Y
11514,,
11515,,
11516,,
11517,,
11518,,
11519,,
11520,,
11521,,
11522,,
11523,,
11524,,
11525,,
11526,,
11527,,
11528,,
11529,,
11530,,
11531,,
11532,,
11533,,
11534,,
11535,,
11536,,
11537,,
11538,Y,
11539,,
11540,,
11541,,
11542,Y,
11543,,
11544,Y,
11545,,
11546,,
11547,,
11548,,
11549,,
11550,,
11551,,
11552,Y,
11553,,
11554,,
11555,Y,
11556,,
11557,Y,
11558,,
11559,,
11560,,
11561,,
11562,,
11563,,
11564,,
11565,,
11566,Y,
11567,,
11568,,
11569,,
11570,,
11571,,
11572,,
11573,,
11574,,
11575,,
11576,Y,
11577,,
11578,,
11579,,
11580,Y,
11581,Y,
11582,Y,
11583,,
11584,,
11585,,
11586,,
11587,,
11588,,
11589,,
11590,Y,
11591,,
11592,,
11593,,
11594,,
11595,,
11596,Y,
11597,,
11598,,
11599,,
11600,Y,
11601,,
11602,,
11603,,
11604,,
11605,,
11606,,
11607,,
11608,Y,Y
11609,Y,
11610,,
11611,,
11612,,
11613,,
11614,,
11615,Y,
11616,,
11617,,
11618,,
11619,,
11620,,
11621,,
11622,,
11623,,
11624,Y,
11625,,
11626,Y,
11627,Y,
11628,Y,
11629,,
11630,,
11631,,
11632,,
11633,,
11634,,
11635,,
11636,Y,
11637,Y,
11638,Y,
11639,,
11640,,
11641,Y,
11642,Y,Y
11643,Y,
11644,Y,
11645,,
11646,,
11647,,
11648,,
11649,,
11650,,
11651,Y,
11652,,
11653,,
11654,,
11655,,
11656,,
11657,,
11658,,
11659,,
11660,,
11661,,
11662,Y,
11663,Y,
11664,Y,Y
11665,,
11666,,
11667,,
11668,,
11669,,
11670,,
11671,Y,
11672,,
11673,,
11674,,
11675,,
11676,,
11677,Y,
11678,,
11679,,
11680,,
11681,,
11682,Y,
11683,,
11684,Y,
11685,,
11686,,
11687,,
11688,,
11689,Y,
11690,,
11691,,
11692,,
11693,Y,
11694,,
11695,,
11696,Y,Y
11697,Y,Y
11698,,
11699,,
11700,,
11701,,
